,0,1,2
0,0.13524590163934413,0.8,0.3728813559322034
1,0.13524590163934413,0.1875,0.17584745762711862
2,0.598360655737705,0.1875,0.17584745762711862
3,0.13524590163934413,0.1875,0.17584745762711862
4,0.598360655737705,0.1875,0.17584745762711862
5,0.13524590163934413,0.1875,0.17584745762711862
6,0.598360655737705,0.1875,0.17584745762711862
7,0.0,1.0,0.021186440677966045
8,0.13524590163934413,0.1875,0.17584745762711862
9,0.598360655737705,0.1875,0.17584745762711862
10,0.13524590163934413,0.1875,0.17584745762711862
11,0.598360655737705,0.1875,0.17584745762711862
12,0.13524590163934413,0.1875,0.17584745762711862
13,0.598360655737705,0.1875,0.17584745762711862
14,0.13524590163934413,0.1875,0.17584745762711862
15,0.598360655737705,0.1875,0.17584745762711862
16,0.13524590163934413,0.25,0.17584745762711862
17,0.13524590163934413,0.25,0.17584745762711862
18,0.0,1.0,0.021186440677966045
19,0.13524590163934413,1.0,0.5889830508474577
20,0.13524590163934413,0.25,0.17584745762711862
21,0.0,1.0,0.021186440677966045
22,0.8565573770491803,0.15000000000000002,0.5190677966101694
23,0.8565573770491803,0.15000000000000002,0.5423728813559322
24,0.8565573770491803,0.15000000000000002,0.5699152542372882
25,0.8565573770491803,0.15000000000000002,0.5444915254237287
26,0.8565573770491803,0.15000000000000002,0.5444915254237287
27,0.8565573770491803,0.15000000000000002,0.5487288135593221
28,1.0,0.7,0.6165254237288135
29,1.0,0.15000000000000002,0.6165254237288135
30,1.0,0.15000000000000002,0.6165254237288135
31,1.0,0.7,0.6165254237288135
32,1.0,0.15000000000000002,0.6165254237288135
33,1.0,0.7,0.6165254237288135
34,1.0,0.15000000000000002,0.6165254237288135
35,1.0,0.7,0.6165254237288135
36,0.8565573770491803,0.15000000000000002,0.6228813559322034
37,0.8565573770491803,0.15000000000000002,0.5635593220338982
38,0.8565573770491803,0.15000000000000002,0.6398305084745762
39,1.0,0.15000000000000002,0.6165254237288135
40,1.0,0.15000000000000002,0.6165254237288135
41,1.0,0.7,0.6165254237288135
42,1.0,0.15000000000000002,0.6165254237288135
43,1.0,0.7,0.6165254237288135
44,1.0,0.15000000000000002,0.6165254237288135
45,1.0,0.7,0.6165254237288135
46,1.0,0.15000000000000002,0.6165254237288135
47,1.0,0.7,0.6165254237288135
48,0.5,0.7,0.6165254237288135
49,0.8565573770491803,0.15000000000000002,0.5889830508474577
50,0.8565573770491803,0.15000000000000002,0.5699152542372882
51,0.0,1.0,0.021186440677966045
52,0.13524590163934413,0.25,0.17584745762711862
53,0.13524590163934413,1.0,0.5889830508474577
54,0.13524590163934413,0.25,0.17584745762711862
55,0.13524590163934413,1.0,0.5889830508474577
56,0.0,1.0,0.021186440677966045
57,0.13524590163934413,1.0,0.5889830508474577
58,0.13524590163934413,1.0,0.5889830508474577
59,0.13524590163934413,1.0,0.5889830508474577
60,0.13524590163934413,1.0,0.5889830508474577
61,0.0,0.7625000000000002,0.0
62,0.13524590163934413,0.25,0.17584745762711862
63,0.13524590163934413,0.25,0.17584745762711862
64,0.13524590163934413,1.0,0.5889830508474577
65,0.0,1.0,0.021186440677966045
66,0.5,0.7,0.6165254237288135
67,0.5,0.7,0.6165254237288135
68,0.5,0.7,0.6165254237288135
69,0.5,0.7,0.6165254237288135
70,1.0,0.15000000000000002,0.6165254237288135
71,1.0,0.7,0.6165254237288135
72,1.0,0.7,0.7966101694915254
73,1.0,0.7,0.7966101694915254
74,1.0,0.7,0.7966101694915254
75,1.0,0.7,0.7966101694915254
76,1.0,0.7,0.7966101694915254
77,1.0,0.7,0.7966101694915254
78,1.0,0.7,0.7966101694915254
79,1.0,0.7,0.7966101694915254
80,1.0,0.7,0.7966101694915254
81,0.6147540983606556,0.1875,0.8029661016949153
82,0.6147540983606556,0.1875,0.8029661016949153
83,0.6147540983606556,0.1875,0.8029661016949153
84,0.6147540983606556,0.1875,0.8029661016949153
85,0.6147540983606556,0.1875,0.8029661016949153
86,0.6147540983606556,0.1875,0.8029661016949153
87,0.6147540983606556,0.1875,0.8029661016949153
88,0.6147540983606556,0.1875,0.8029661016949153
89,0.6147540983606556,0.1875,0.8029661016949153
90,0.6147540983606556,0.1875,0.8029661016949153
91,0.6147540983606556,0.1875,0.8029661016949153
92,0.6147540983606556,0.1875,0.8029661016949153
93,0.6147540983606556,0.1875,0.8029661016949153
94,0.6147540983606556,0.1875,0.8029661016949153
95,0.6147540983606556,0.1875,0.8029661016949153
96,0.6147540983606556,0.1875,0.8029661016949153
97,0.6147540983606556,0.1875,0.8029661016949153
98,0.6147540983606556,0.1875,0.8029661016949153
