,train_loss,val_loss,train_r2,val_r2
0,0.537394106388092,0.28097736835479736,0.6334553956985474,0.811834454536438
1,0.25549039244651794,0.18542546033859253,0.8252633213996887,0.8756116628646851
2,0.20250964164733887,0.12388575077056885,0.8617681860923767,0.9164803624153137
3,0.16388504207134247,0.08056890219449997,0.8879638314247131,0.9456136226654053
4,0.123667873442173,0.05665642023086548,0.9159320592880249,0.961956799030304
5,0.10956533998250961,0.04546457156538963,0.925720751285553,0.9694747924804688
6,0.09865336865186691,0.03913259506225586,0.9333930015563965,0.973828911781311
7,0.09443112462759018,0.03404131531715393,0.9363781213760376,0.9772465825080872
8,0.08922389149665833,0.03282022848725319,0.9398329854011536,0.9780193567276001
9,0.08414217829704285,0.03362176939845085,0.9435996413230896,0.9775606989860535
10,0.08140432834625244,0.023599455133080482,0.9455337524414062,0.9842462539672852
11,0.07948370277881622,0.023340187966823578,0.9465893507003784,0.9844232201576233
12,0.07765662670135498,0.0257627684623003,0.948055624961853,0.9828992486000061
13,0.07410482317209244,0.024131523445248604,0.9501174092292786,0.9839429259300232
14,0.07376305758953094,0.02165433019399643,0.9508869647979736,0.9856963157653809
15,0.07194062322378159,0.017577357590198517,0.9520778656005859,0.9883049130439758
16,0.06906795501708984,0.020499924197793007,0.9536119699478149,0.9864597320556641
17,0.07274232804775238,0.017852354794740677,0.9512585997581482,0.9882802367210388
18,0.06838345527648926,0.018990647047758102,0.954363226890564,0.9874956011772156
19,0.06764311343431473,0.01572950929403305,0.9549849629402161,0.9897578954696655
