,train_loss,val_loss,train_r2,val_r2
0,0.4126785397529602,0.21754798293113708,0.7561627626419067,0.8720259070396423
1,0.24162530899047852,0.16338245570659637,0.8571962714195251,0.9036720395088196
2,0.1983346939086914,0.12079169601202011,0.8830177783966064,0.9286460876464844
3,0.17025277018547058,0.1035473570227623,0.8996064066886902,0.9391363263130188
4,0.1513887196779251,0.08805838227272034,0.9107946753501892,0.948424756526947
5,0.13589483499526978,0.0720173567533493,0.919941246509552,0.9575152397155762
6,0.12431951612234116,0.0521281473338604,0.9269106984138489,0.9695068001747131
7,0.11953513324260712,0.05814134702086449,0.9297354221343994,0.9659020900726318
8,0.11390087753534317,0.04914864897727966,0.9332743883132935,0.9713699817657471
9,0.10646771639585495,0.045072682201862335,0.9375656247138977,0.9736994504928589
10,0.10347247868776321,0.03615109249949455,0.9392584562301636,0.9789283871650696
11,0.09937307983636856,0.032875146716833115,0.9418137073516846,0.9808663725852966
12,0.09555580466985703,0.030855095013976097,0.9440971612930298,0.9820472002029419
13,0.09440985321998596,0.03092290088534355,0.9448544383049011,0.9821537137031555
14,0.09378216415643692,0.03395935893058777,0.9451761245727539,0.9803186058998108
15,0.09017376601696014,0.03212622553110123,0.9473643898963928,0.9814501404762268
16,0.08912024646997452,0.031088246032595634,0.9478256106376648,0.9819383025169373
17,0.08658720552921295,0.02511605992913246,0.9495563507080078,0.9855349063873291
18,0.08657265454530716,0.033172477036714554,0.9494599103927612,0.980841875076294
19,0.08659858256578445,0.029613569378852844,0.9494186639785767,0.9828583598136902
